[Header],
System,TOC-L syringe sparge,
S/W Version,1.00,
User,apaters1,
Date/Time,12/1/2022 10:35:38 AM,

[System],
Instrument Options,TOC/ASI/IC Unit/TN/Sparge Kit/,
Catalyst,Saline,
Cell Length,long,

[Data],
Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.,
Unknown,NPOC/TN,132_4x,132,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 8:36:56 PM,1,3,NPOC,24.38,4.970,NPOC:4.882mg/L TN:0.8876mg/L,0.4725,1.97,0,50,
Unknown,NPOC/TN,132_4x,132,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 8:27:57 PM,1,1,TN,1.253,0.8881,NPOC:4.882mg/L TN:0.8876mg/L,0.03974,3.18,0,50,
Unknown,NPOC/TN,132_4x,132,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 8:32:25 PM,1,2,TN,1.285,0.8912,NPOC:4.882mg/L TN:0.8876mg/L,0.03974,3.18,0,50,
Unknown,NPOC/TN,132_4x,132,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 8:36:56 PM,1,3,TN,1.206,0.8836,NPOC:4.882mg/L TN:0.8876mg/L,0.03974,3.18,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 8:45:48 PM,1,1,NPOC,40.29,8.310,NPOC:8.404mg/L TN:0.9132mg/L,0.6222,1.53,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 8:50:05 PM,1,2,NPOC,40.48,8.350,NPOC:8.404mg/L TN:0.9132mg/L,0.6222,1.53,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 8:54:25 PM,1,3,NPOC,41.45,8.553,NPOC:8.404mg/L TN:0.9132mg/L,0.6222,1.53,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 8:45:48 PM,1,1,TN,2.024,0.9620,NPOC:8.404mg/L TN:0.9132mg/L,0.4786,31.59,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 8:50:05 PM,1,2,TN,1.447,0.9067,NPOC:8.404mg/L TN:0.9132mg/L,0.4786,31.59,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 8:54:25 PM,1,3,TN,1.074,0.8709,NPOC:8.404mg/L TN:0.9132mg/L,0.4786,31.59,0,50,
Unknown,NPOC/TN,160_4x,160,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:00:43 PM,1,4,TN,0.2186,0.7889,NPOC:8.404mg/L TN:0.9132mg/L,0.4786,31.59,1,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:09:27 PM,1,1,NPOC,48.58,10.05,NPOC:10.24mg/L TN:1.072mg/L,0.8568,1.73,0,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:13:47 PM,1,2,NPOC,49.53,10.25,NPOC:10.24mg/L TN:1.072mg/L,0.8568,1.73,0,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:18:14 PM,1,3,NPOC,50.29,10.41,NPOC:10.24mg/L TN:1.072mg/L,0.8568,1.73,0,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:09:27 PM,1,1,TN,2.949,1.051,NPOC:10.24mg/L TN:1.072mg/L,0.1961,6.18,0,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:13:47 PM,1,2,TN,3.323,1.087,NPOC:10.24mg/L TN:1.072mg/L,0.1961,6.18,0,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:18:14 PM,1,3,TN,3.238,1.078,NPOC:10.24mg/L TN:1.072mg/L,0.1961,6.18,0,50,
Unknown,NPOC/TN,52,52,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:24:33 PM,1,4,TN,0.09320,0.7769,NPOC:10.24mg/L TN:1.072mg/L,0.1961,6.18,1,50,
Unknown,NPOC/TN,4,4,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:34:14 PM,1,1,NPOC,142.0,29.66,NPOC:29.70mg/L TN:2.200mg/L,0.2887,0.20,0,50,
Unknown,NPOC/TN,4,4,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:38:33 PM,1,2,NPOC,142.0,29.66,NPOC:29.70mg/L TN:2.200mg/L,0.2887,0.20,0,50,
Unknown,NPOC/TN,4,4,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:43:10 PM,1,3,NPOC,142.5,29.77,NPOC:29.70mg/L TN:2.200mg/L,0.2887,0.20,0,50,
Unknown,NPOC/TN,4,4,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:34:14 PM,1,1,TN,14.81,2.188,NPOC:29.70mg/L TN:2.200mg/L,0.1206,0.81,0,50,
Unknown,NPOC/TN,4,4,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:38:33 PM,1,2,TN,14.95,2.202,NPOC:29.70mg/L TN:2.200mg/L,0.1206,0.81,0,50,
Unknown,NPOC/TN,4,4,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:43:10 PM,1,3,TN,15.05,2.211,NPOC:29.70mg/L TN:2.200mg/L,0.1206,0.81,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:52:15 PM,1,1,NPOC,86.49,18.01,NPOC:18.02mg/L TN:1.197mg/L,0.7908,0.91,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 9:56:33 PM,1,2,NPOC,87.34,18.19,NPOC:18.02mg/L TN:1.197mg/L,0.7908,0.91,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:00:51 PM,1,3,NPOC,85.76,17.86,NPOC:18.02mg/L TN:1.197mg/L,0.7908,0.91,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:52:15 PM,1,1,TN,4.779,1.226,NPOC:18.02mg/L TN:1.197mg/L,0.4733,10.58,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 9:56:34 PM,1,2,TN,4.717,1.220,NPOC:18.02mg/L TN:1.197mg/L,0.4733,10.58,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:00:51 PM,1,3,TN,3.930,1.145,NPOC:18.02mg/L TN:1.197mg/L,0.4733,10.58,0,50,
Unknown,NPOC/TN,161,161,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:07:09 PM,1,4,TN,0.05380,0.7731,NPOC:18.02mg/L TN:1.197mg/L,0.4733,10.58,1,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:16:28 PM,1,1,NPOC,183.1,38.29,NPOC:38.47mg/L TN:1.620mg/L,0.9074,0.49,0,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:20:53 PM,1,2,NPOC,183.8,38.44,NPOC:38.47mg/L TN:1.620mg/L,0.9074,0.49,0,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:25:38 PM,1,3,NPOC,184.9,38.67,NPOC:38.47mg/L TN:1.620mg/L,0.9074,0.49,0,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:16:28 PM,1,1,TN,8.668,1.599,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,0,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:20:53 PM,1,2,TN,9.343,1.664,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,0,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:25:38 PM,1,3,TN,8.630,1.596,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,0,50,
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:31:56 PM,1,4,TN,0.2499,0.7919,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,1,50,
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:41:08 PM,1,1,NPOC,142.0,29.66,NPOC:29.78mg/L TN:1.870mg/L,1.818,1.27,0,50,
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:45:30 PM,1,2,NPOC,144.6,30.21,NPOC:29.78mg/L TN:1.870mg/L,1.818,1.27,0,50,
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:49:49 PM,1,3,NPOC,141.1,29.47,NPOC:29.78mg/L TN:1.870mg/L,1.818,1.27,0,50,
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:41:08 PM,1,1,TN,11.42,1.863,NPOC:29.78mg/L TN:1.870mg/L,0.1021,0.89,0,50,
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:45:30 PM,1,2,TN,11.45,1.866,NPOC:29.78mg/L TN:1.870mg/L,0.1021,0.89,0,50,
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:49:49 PM,1,3,TN,11.61,1.881,NPOC:29.78mg/L TN:1.870mg/L,0.1021,0.89,0,50,
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 10:59:12 PM,1,1,NPOC,135.5,28.30,NPOC:28.50mg/L TN:1.545mg/L,0.8386,0.61,0,50,
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:03:32 PM,1,2,NPOC,137.0,28.61,NPOC:28.50mg/L TN:1.545mg/L,0.8386,0.61,0,50,
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:08:14 PM,1,3,NPOC,136.9,28.59,NPOC:28.50mg/L TN:1.545mg/L,0.8386,0.61,0,50,
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 10:59:12 PM,1,1,TN,8.002,1.535,NPOC:28.50mg/L TN:1.545mg/L,0.1027,1.27,0,50,
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:03:32 PM,1,2,TN,8.207,1.555,NPOC:28.50mg/L TN:1.545mg/L,0.1027,1.27,0,50,
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:08:14 PM,1,3,TN,8.094,1.544,NPOC:28.50mg/L TN:1.545mg/L,0.1027,1.27,0,50,
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:18:08 PM,1,1,NPOC,497.7,104.3,NPOC:103.7mg/L TN:5.248mg/L,3.242,0.66,0,50,
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:22:49 PM,1,2,NPOC,495.4,103.9,NPOC:103.7mg/L TN:5.248mg/L,3.242,0.66,0,50,
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:27:08 PM,1,3,NPOC,491.3,103.0,NPOC:103.7mg/L TN:5.248mg/L,3.242,0.66,0,50,
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:18:08 PM,1,1,TN,47.20,5.295,NPOC:103.7mg/L TN:5.248mg/L,0.6829,1.46,0,50,
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:22:49 PM,1,2,TN,47.00,5.275,NPOC:103.7mg/L TN:5.248mg/L,0.6829,1.46,0,50,
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:27:08 PM,1,3,TN,45.93,5.173,NPOC:103.7mg/L TN:5.248mg/L,0.6829,1.46,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:35:59 PM,1,1,NPOC,97.22,20.26,NPOC:20.14mg/L TN:1.268mg/L,0.6022,0.62,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:40:40 PM,1,2,NPOC,96.71,20.16,NPOC:20.14mg/L TN:1.268mg/L,0.6022,0.62,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/17/2022 11:45:00 PM,1,3,NPOC,96.02,20.01,NPOC:20.14mg/L TN:1.268mg/L,0.6022,0.62,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:35:59 PM,1,1,TN,4.733,1.222,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:40:40 PM,1,2,TN,5.323,1.278,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:45:00 PM,1,3,TN,5.590,1.304,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,0,50,
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/17/2022 11:51:18 PM,1,4,TN,0.2679,0.7936,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,1,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 12:00:26 AM,1,1,NPOC,94.14,19.62,NPOC:19.75mg/L TN:2.123mg/L,0.5651,0.60,0,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 12:04:43 AM,1,2,NPOC,95.21,19.84,NPOC:19.75mg/L TN:2.123mg/L,0.5651,0.60,0,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 12:09:02 AM,1,3,NPOC,94.99,19.79,NPOC:19.75mg/L TN:2.123mg/L,0.5651,0.60,0,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 12:00:26 AM,1,1,TN,14.93,2.200,NPOC:19.75mg/L TN:2.123mg/L,0.7050,4.99,0,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 12:04:43 AM,1,2,TN,13.88,2.099,NPOC:19.75mg/L TN:2.123mg/L,0.7050,4.99,0,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 12:09:02 AM,1,3,TN,13.59,2.071,NPOC:19.75mg/L TN:2.123mg/L,0.7050,4.99,0,50,
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 12:15:20 AM,1,4,TN,0.000,0.7679,NPOC:19.75mg/L TN:2.123mg/L,0.7050,4.99,1,50,
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 12:24:11 AM,1,1,NPOC,51.24,10.61,NPOC:10.56mg/L TN:0.8031mg/L,0.7038,1.38,0,50,
