Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,inj_vol
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:16,1,1,NPOC,183.1,38.29,NPOC:38.47mg/L TN:1.620mg/L,0.9074,0.49,0,50
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:20,1,2,NPOC,183.8,38.44,NPOC:38.47mg/L TN:1.620mg/L,0.9074,0.49,0,50
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:25,1,3,NPOC,184.9,38.67,NPOC:38.47mg/L TN:1.620mg/L,0.9074,0.49,0,50
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:16,1,1,TN,8.668,1.599,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,0,50
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:20,1,2,TN,9.343,1.664,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,0,50
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:25,1,3,TN,8.63,1.596,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,0,50
Unknown,NPOC/TN,157,157,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:31,1,4,TN,0.2499,0.7919,NPOC:38.47mg/L TN:1.620mg/L,0.4011,4.52,1,50
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:41,1,1,NPOC,142,29.66,NPOC:29.78mg/L TN:1.870mg/L,1.818,1.27,0,50
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:45,1,2,NPOC,144.6,30.21,NPOC:29.78mg/L TN:1.870mg/L,1.818,1.27,0,50
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:49,1,3,NPOC,141.1,29.47,NPOC:29.78mg/L TN:1.870mg/L,1.818,1.27,0,50
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:41,1,1,TN,11.42,1.863,NPOC:29.78mg/L TN:1.870mg/L,0.1021,0.89,0,50
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:45,1,2,TN,11.45,1.866,NPOC:29.78mg/L TN:1.870mg/L,0.1021,0.89,0,50
Unknown,NPOC/TN,169,169,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:49,1,3,TN,11.61,1.881,NPOC:29.78mg/L TN:1.870mg/L,0.1021,0.89,0,50
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 22:59,1,1,NPOC,135.5,28.3,NPOC:28.50mg/L TN:1.545mg/L,0.8386,0.61,0,50
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:03,1,2,NPOC,137,28.61,NPOC:28.50mg/L TN:1.545mg/L,0.8386,0.61,0,50
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:08,1,3,NPOC,136.9,28.59,NPOC:28.50mg/L TN:1.545mg/L,0.8386,0.61,0,50
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 22:59,1,1,TN,8.002,1.535,NPOC:28.50mg/L TN:1.545mg/L,0.1027,1.27,0,50
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:03,1,2,TN,8.207,1.555,NPOC:28.50mg/L TN:1.545mg/L,0.1027,1.27,0,50
Unknown,NPOC/TN,166,166,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:08,1,3,TN,8.094,1.544,NPOC:28.50mg/L TN:1.545mg/L,0.1027,1.27,0,50
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:18,1,1,NPOC,497.7,104.3,NPOC:103.7mg/L TN:5.248mg/L,3.242,0.66,0,50
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:22,1,2,NPOC,495.4,103.9,NPOC:103.7mg/L TN:5.248mg/L,3.242,0.66,0,50
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:27,1,3,NPOC,491.3,103,NPOC:103.7mg/L TN:5.248mg/L,3.242,0.66,0,50
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:18,1,1,TN,47.2,5.295,NPOC:103.7mg/L TN:5.248mg/L,0.6829,1.46,0,50
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:22,1,2,TN,47,5.275,NPOC:103.7mg/L TN:5.248mg/L,0.6829,1.46,0,50
Unknown,NPOC/TN,172,172,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:27,1,3,TN,45.93,5.173,NPOC:103.7mg/L TN:5.248mg/L,0.6829,1.46,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:35,1,1,NPOC,97.22,20.26,NPOC:20.14mg/L TN:1.268mg/L,0.6022,0.62,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:40,1,2,NPOC,96.71,20.16,NPOC:20.14mg/L TN:1.268mg/L,0.6022,0.62,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/17/2022 23:45,1,3,NPOC,96.02,20.01,NPOC:20.14mg/L TN:1.268mg/L,0.6022,0.62,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:35,1,1,TN,4.733,1.222,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:40,1,2,TN,5.323,1.278,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:45,1,3,TN,5.59,1.304,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,0,50
Unknown,NPOC/TN,165,165,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/17/2022 23:51,1,4,TN,0.2679,0.7936,NPOC:20.14mg/L TN:1.268mg/L,0.4385,8.41,1,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:00,1,1,NPOC,94.14,19.62,NPOC:19.75mg/L TN:2.123mg/L,0.5651,0.6,0,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:04,1,2,NPOC,95.21,19.84,NPOC:19.75mg/L TN:2.123mg/L,0.5651,0.6,0,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:09,1,3,NPOC,94.99,19.79,NPOC:19.75mg/L TN:2.123mg/L,0.5651,0.6,0,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:00,1,1,TN,14.93,2.2,NPOC:19.75mg/L TN:2.123mg/L,0.705,4.99,0,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:04,1,2,TN,13.88,2.099,NPOC:19.75mg/L TN:2.123mg/L,0.705,4.99,0,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:09,1,3,TN,13.59,2.071,NPOC:19.75mg/L TN:2.123mg/L,0.705,4.99,0,50
Unknown,NPOC/TN,170,170,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:15,1,4,TN,0,0.7679,NPOC:19.75mg/L TN:2.123mg/L,0.705,4.99,1,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:24,1,1,NPOC,51.24,10.61,NPOC:10.56mg/L TN:0.8031mg/L,0.7038,1.38,0,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:28,1,2,NPOC,51.57,10.68,NPOC:10.56mg/L TN:0.8031mg/L,0.7038,1.38,0,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:32,1,3,NPOC,50.22,10.39,NPOC:10.56mg/L TN:0.8031mg/L,0.7038,1.38,0,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:24,1,1,TN,0.4296,0.8091,NPOC:10.56mg/L TN:0.8031mg/L,0.1636,44.58,0,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:28,1,2,TN,0.49,0.8149,NPOC:10.56mg/L TN:0.8031mg/L,0.1636,44.58,0,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:32,1,3,TN,0,0.7679,NPOC:10.56mg/L TN:0.8031mg/L,0.1636,44.58,1,50
Unknown,NPOC/TN,10 ppm C standard,10 ppm C standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:39,1,4,TN,0.1813,0.7853,NPOC:10.56mg/L TN:0.8031mg/L,0.1636,44.58,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:47,1,1,NPOC,48.31,9.994,NPOC:10.15mg/L TN:1.038mg/L,0.6717,1.37,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:52,1,2,NPOC,49.28,10.2,NPOC:10.15mg/L TN:1.038mg/L,0.6717,1.37,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 0:56,1,3,NPOC,49.6,10.26,NPOC:10.15mg/L TN:1.038mg/L,0.6717,1.37,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:47,1,1,TN,2.35,0.9933,NPOC:10.15mg/L TN:1.038mg/L,0.5528,19.64,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:52,1,2,TN,3.426,1.097,NPOC:10.15mg/L TN:1.038mg/L,0.5528,19.64,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 0:56,1,3,TN,2.668,1.024,NPOC:10.15mg/L TN:1.038mg/L,0.5528,19.64,0,50
Unknown,NPOC/TN,30,30,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:03,1,4,TN,0,0.7679,NPOC:10.15mg/L TN:1.038mg/L,0.5528,19.64,1,50
Unknown,NPOC/TN,44,44,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:12,1,1,NPOC,229.3,47.99,NPOC:48.14mg/L TN:2.935mg/L,1.127,0.49,0,50
Unknown,NPOC/TN,44,44,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:17,1,2,NPOC,231.3,48.41,NPOC:48.14mg/L TN:2.935mg/L,1.127,0.49,0,50
Unknown,NPOC/TN,44,44,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:21,1,3,NPOC,229.4,48.01,NPOC:48.14mg/L TN:2.935mg/L,1.127,0.49,0,50
Unknown,NPOC/TN,44,44,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:12,1,1,TN,22.49,2.925,NPOC:48.14mg/L TN:2.935mg/L,0.3483,1.54,0,50
Unknown,NPOC/TN,44,44,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:17,1,2,TN,22.99,2.973,NPOC:48.14mg/L TN:2.935mg/L,0.3483,1.54,0,50
Unknown,NPOC/TN,44,44,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:21,1,3,TN,22.32,2.909,NPOC:48.14mg/L TN:2.935mg/L,0.3483,1.54,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:30,1,1,NPOC,50.96,10.55,NPOC:10.61mg/L TN:1.102mg/L,0.3818,0.74,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:35,1,2,NPOC,51.1,10.58,NPOC:10.61mg/L TN:1.102mg/L,0.3818,0.74,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:39,1,3,NPOC,51.68,10.7,NPOC:10.61mg/L TN:1.102mg/L,0.3818,0.74,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:30,1,1,TN,3.461,1.1,NPOC:10.61mg/L TN:1.102mg/L,0.1405,4.04,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:35,1,2,TN,3.629,1.116,NPOC:10.61mg/L TN:1.102mg/L,0.1405,4.04,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:39,1,3,TN,3.35,1.089,NPOC:10.61mg/L TN:1.102mg/L,0.1405,4.04,0,50
Unknown,NPOC/TN,50,50,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:46,1,4,TN,0.5798,0.8235,NPOC:10.61mg/L TN:1.102mg/L,0.1405,4.04,1,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:54,1,1,NPOC,37.13,7.646,NPOC:7.666mg/L TN:1.104mg/L,0.1617,0.43,0,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 1:59,1,2,NPOC,37.41,7.705,NPOC:7.666mg/L TN:1.104mg/L,0.1617,0.43,0,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 2:03,1,3,NPOC,37.13,7.646,NPOC:7.666mg/L TN:1.104mg/L,0.1617,0.43,0,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:54,1,1,TN,3.036,1.059,NPOC:7.666mg/L TN:1.104mg/L,0.5356,15.3,0,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 1:59,1,2,TN,4.087,1.16,NPOC:7.666mg/L TN:1.104mg/L,0.5356,15.3,0,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 2:03,1,3,TN,3.382,1.092,NPOC:7.666mg/L TN:1.104mg/L,0.5356,15.3,0,50
Unknown,NPOC/TN,40,40,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 2:10,1,4,TN,0,0.7679,NPOC:7.666mg/L TN:1.104mg/L,0.5356,15.3,1,50
Unknown,NPOC/TN,41,41,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 2:19,1,1,NPOC,117.1,24.44,NPOC:24.46mg/L TN:1.426mg/L,0.4583,0.39,0,50
Unknown,NPOC/TN,41,41,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 2:24,1,2,NPOC,117.7,24.56,NPOC:24.46mg/L TN:1.426mg/L,0.4583,0.39,0,50
