Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 14:58,1,1,NPOC,34.81,7.159,NPOC:7.226mg/L TN:1.123mg/L,0.336,0.96,0,50
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:03,1,2,NPOC,35.1,7.22,NPOC:7.226mg/L TN:1.123mg/L,0.336,0.96,0,50
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:07,1,3,NPOC,35.48,7.3,NPOC:7.226mg/L TN:1.123mg/L,0.336,0.96,0,50
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 14:58,1,1,TN,3.541,1.108,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.2,0,50
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:03,1,2,TN,3.554,1.109,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.2,0,50
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:07,1,3,TN,4.009,1.152,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.2,0,50
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:13,1,4,TN,0,0.7679,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.2,1,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:22,1,1,NPOC,72.6,15.09,NPOC:15.07mg/L TN:1.603mg/L,0.1026,0.14,0,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:26,1,2,NPOC,72.46,15.06,NPOC:15.07mg/L TN:1.603mg/L,0.1026,0.14,0,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:30,1,3,NPOC,72.4,15.05,NPOC:15.07mg/L TN:1.603mg/L,0.1026,0.14,0,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:22,1,1,TN,9.001,1.631,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,0,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:26,1,2,TN,8.463,1.58,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,0,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:30,1,3,TN,8.656,1.598,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,0,50
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:37,1,4,TN,0.1055,0.7781,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,1,50
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:46,1,1,NPOC,51.46,10.65,NPOC:10.70mg/L TN:1.700mg/L,0.2665,0.52,0,50
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:50,1,2,NPOC,51.96,10.76,NPOC:10.70mg/L TN:1.700mg/L,0.2665,0.52,0,50
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 15:54,1,3,NPOC,51.55,10.67,NPOC:10.70mg/L TN:1.700mg/L,0.2665,0.52,0,50
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:46,1,1,TN,9.759,1.704,NPOC:10.70mg/L TN:1.700mg/L,0.09526,0.98,0,50
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:50,1,2,TN,9.613,1.69,NPOC:10.70mg/L TN:1.700mg/L,0.09526,0.98,0,50
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 15:54,1,3,TN,9.792,1.707,NPOC:10.70mg/L TN:1.700mg/L,0.09526,0.98,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:03,1,1,NPOC,52.77,10.93,NPOC:11.05mg/L TN:1.070mg/L,0.7871,1.48,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:08,1,2,NPOC,54.23,11.24,NPOC:11.05mg/L TN:1.070mg/L,0.7871,1.48,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:12,1,3,NPOC,52.99,10.98,NPOC:11.05mg/L TN:1.070mg/L,0.7871,1.48,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:03,1,1,TN,3.214,1.076,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:08,1,2,TN,3.208,1.076,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:12,1,3,TN,3.034,1.059,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,0,50
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:18,1,4,TN,0.1254,0.78,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,1,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:27,1,1,NPOC,37.98,7.825,NPOC:7.746mg/L TN:1.028mg/L,0.414,1.1,0,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:31,1,2,NPOC,37.67,7.76,NPOC:7.746mg/L TN:1.028mg/L,0.414,1.1,0,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:36,1,3,NPOC,37.16,7.653,NPOC:7.746mg/L TN:1.028mg/L,0.414,1.1,0,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:27,1,1,TN,2.968,1.053,NPOC:7.746mg/L TN:1.028mg/L,0.218,8.03,0,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:31,1,2,TN,2.585,1.016,NPOC:7.746mg/L TN:1.028mg/L,0.218,8.03,0,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:36,1,3,TN,2.596,1.017,NPOC:7.746mg/L TN:1.028mg/L,0.218,8.03,0,50
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:42,1,4,TN,0,0.7679,NPOC:7.746mg/L TN:1.028mg/L,0.218,8.03,1,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:51,1,1,NPOC,37.41,7.705,NPOC:7.680mg/L TN:1.370mg/L,0.6188,1.66,0,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 16:55,1,2,NPOC,37.84,7.795,NPOC:7.680mg/L TN:1.370mg/L,0.6188,1.66,0,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:00,1,3,NPOC,36.62,7.539,NPOC:7.680mg/L TN:1.370mg/L,0.6188,1.66,0,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:51,1,1,TN,6.046,1.348,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,0,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 16:55,1,2,TN,6.464,1.388,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,0,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:00,1,3,TN,6.327,1.375,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,0,50
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:06,1,4,TN,0.1417,0.7815,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,1,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:15,1,1,NPOC,44.31,9.154,NPOC:9.108mg/L TN:1.304mg/L,0.1986,0.45,0,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:19,1,2,NPOC,44.05,9.099,NPOC:9.108mg/L TN:1.304mg/L,0.1986,0.45,0,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:23,1,3,NPOC,43.92,9.072,NPOC:9.108mg/L TN:1.304mg/L,0.1986,0.45,0,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:15,1,1,TN,5.762,1.321,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,0,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:19,1,2,TN,5.693,1.314,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,0,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:23,1,3,TN,5.317,1.278,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,0,50
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:30,1,4,TN,0.3834,0.8047,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,1,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:39,1,1,NPOC,100.4,20.93,NPOC:21.02mg/L TN:1.343mg/L,0.7506,0.74,0,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:43,1,2,NPOC,101.7,21.2,NPOC:21.02mg/L TN:1.343mg/L,0.7506,0.74,0,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 17:47,1,3,NPOC,100.4,20.93,NPOC:21.02mg/L TN:1.343mg/L,0.7506,0.74,0,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:39,1,1,TN,5.893,1.333,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,0,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:43,1,2,TN,6.221,1.365,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,0,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:47,1,3,TN,5.883,1.332,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,0,50
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 17:54,1,4,TN,0,0.7679,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,1,50
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:03,1,1,NPOC,114.5,23.89,NPOC:23.79mg/L TN:1.763mg/L,1.044,0.92,0,50
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:08,1,2,NPOC,114.7,23.93,NPOC:23.79mg/L TN:1.763mg/L,1.044,0.92,0,50
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:12,1,3,NPOC,112.8,23.53,NPOC:23.79mg/L TN:1.763mg/L,1.044,0.92,0,50
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:03,1,1,TN,10.39,1.764,NPOC:23.79mg/L TN:1.763mg/L,0.106,1.02,0,50
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:08,1,2,TN,10.26,1.752,NPOC:23.79mg/L TN:1.763mg/L,0.106,1.02,0,50
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:12,1,3,TN,10.47,1.772,NPOC:23.79mg/L TN:1.763mg/L,0.106,1.02,0,50
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:21,1,1,NPOC,89.31,18.6,NPOC:18.34mg/L TN:1.371mg/L,1.136,1.29,0,50
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:25,1,2,NPOC,87.86,18.3,NPOC:18.34mg/L TN:1.371mg/L,1.136,1.29,0,50
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:30,1,3,NPOC,87.07,18.13,NPOC:18.34mg/L TN:1.371mg/L,1.136,1.29,0,50
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:21,1,1,TN,6.243,1.367,NPOC:18.34mg/L TN:1.371mg/L,0.1042,1.66,0,50
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:25,1,2,TN,6.222,1.365,NPOC:18.34mg/L TN:1.371mg/L,0.1042,1.66,0,50
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:30,1,3,TN,6.412,1.383,NPOC:18.34mg/L TN:1.371mg/L,0.1042,1.66,0,50
Unknown,NPOC/TN,89,89,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:39,1,1,NPOC,34.07,7.004,NPOC:6.965mg/L TN:1.109mg/L,0.1595,0.47,0,50
Unknown,NPOC/TN,89,89,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:43,1,2,NPOC,33.78,6.943,NPOC:6.965mg/L TN:1.109mg/L,0.1595,0.47,0,50
Unknown,NPOC/TN,89,89,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:47,1,3,NPOC,33.81,6.949,NPOC:6.965mg/L TN:1.109mg/L,0.1595,0.47,0,50
Unknown,NPOC/TN,89,89,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:39,1,1,TN,3.579,1.111,NPOC:6.965mg/L TN:1.109mg/L,0.05187,1.46,0,50
Unknown,NPOC/TN,89,89,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:43,1,2,TN,3.588,1.112,NPOC:6.965mg/L TN:1.109mg/L,0.05187,1.46,0,50
Unknown,NPOC/TN,89,89,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:47,1,3,TN,3.494,1.103,NPOC:6.965mg/L TN:1.109mg/L,0.05187,1.46,0,50
Unknown,NPOC/TN,80,80,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 18:56,1,1,NPOC,63.58,13.2,NPOC:13.12mg/L TN:1.977mg/L,0.6243,0.99,0,50
Unknown,NPOC/TN,80,80,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:00,1,2,NPOC,62.47,12.97,NPOC:13.12mg/L TN:1.977mg/L,0.6243,0.99,0,50
