[Header],
System,TOC-L syringe sparge,
S/W Version,1.00,
User,apaters1,
Date/Time,12/6/2022 9:49:08 AM,

[System],
Instrument Options,TOC/ASI/IC Unit/TN/Sparge Kit/,
Catalyst,Saline,
Cell Length,long,

[Data],
Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:49:57 PM,1,4,NPOC,46.24,9.559,NPOC:9.727mg/L TN:1.066mg/L,0.8316,1.77,0,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:36:51 PM,1,1,TN,3.507,1.104,NPOC:9.727mg/L TN:1.066mg/L,0.1462,4.70,1,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:41:10 PM,1,2,TN,3.205,1.075,NPOC:9.727mg/L TN:1.066mg/L,0.1462,4.70,0,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:45:40 PM,1,3,TN,3.177,1.073,NPOC:9.727mg/L TN:1.066mg/L,0.1462,4.70,0,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:49:57 PM,1,4,TN,2.939,1.050,NPOC:9.727mg/L TN:1.066mg/L,0.1462,4.70,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:58:45 PM,1,1,NPOC,34.81,7.159,NPOC:7.226mg/L TN:1.123mg/L,0.3360,0.96,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:03:04 PM,1,2,NPOC,35.10,7.220,NPOC:7.226mg/L TN:1.123mg/L,0.3360,0.96,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:07:21 PM,1,3,NPOC,35.48,7.300,NPOC:7.226mg/L TN:1.123mg/L,0.3360,0.96,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:58:45 PM,1,1,TN,3.541,1.108,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.20,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:03:04 PM,1,2,TN,3.554,1.109,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.20,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:07:21 PM,1,3,TN,4.009,1.152,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.20,0,50,
Unknown,NPOC/TN,84 WH1 7 19,84,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:13:39 PM,1,4,TN,0.000,0.7679,NPOC:7.226mg/L TN:1.123mg/L,0.2665,7.20,1,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:22:20 PM,1,1,NPOC,72.60,15.09,NPOC:15.07mg/L TN:1.603mg/L,0.1026,0.14,0,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:26:39 PM,1,2,NPOC,72.46,15.06,NPOC:15.07mg/L TN:1.603mg/L,0.1026,0.14,0,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:30:58 PM,1,3,NPOC,72.40,15.05,NPOC:15.07mg/L TN:1.603mg/L,0.1026,0.14,0,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:22:20 PM,1,1,TN,9.001,1.631,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,0,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:26:39 PM,1,2,TN,8.463,1.580,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,0,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:30:58 PM,1,3,TN,8.656,1.598,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,0,50,
Unknown,NPOC/TN,99,99,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:37:40 PM,1,4,TN,0.1055,0.7781,NPOC:15.07mg/L TN:1.603mg/L,0.2726,3.13,1,50,
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:46:21 PM,1,1,NPOC,51.46,10.65,NPOC:10.70mg/L TN:1.700mg/L,0.2665,0.52,0,50,
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:50:40 PM,1,2,NPOC,51.96,10.76,NPOC:10.70mg/L TN:1.700mg/L,0.2665,0.52,0,50,
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 3:54:57 PM,1,3,NPOC,51.55,10.67,NPOC:10.70mg/L TN:1.700mg/L,0.2665,0.52,0,50,
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:46:21 PM,1,1,TN,9.759,1.704,NPOC:10.70mg/L TN:1.700mg/L,0.09526,0.98,0,50,
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:50:40 PM,1,2,TN,9.613,1.690,NPOC:10.70mg/L TN:1.700mg/L,0.09526,0.98,0,50,
Unknown,NPOC/TN,81,81,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 3:54:57 PM,1,3,TN,9.792,1.707,NPOC:10.70mg/L TN:1.700mg/L,0.09526,0.98,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:03:49 PM,1,1,NPOC,52.77,10.93,NPOC:11.05mg/L TN:1.070mg/L,0.7871,1.48,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:08:09 PM,1,2,NPOC,54.23,11.24,NPOC:11.05mg/L TN:1.070mg/L,0.7871,1.48,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:12:26 PM,1,3,NPOC,52.99,10.98,NPOC:11.05mg/L TN:1.070mg/L,0.7871,1.48,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:03:49 PM,1,1,TN,3.214,1.076,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:08:09 PM,1,2,TN,3.208,1.076,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:12:26 PM,1,3,TN,3.034,1.059,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,0,50,
Unknown,NPOC/TN,51,51,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:18:44 PM,1,4,TN,0.1254,0.7800,NPOC:11.05mg/L TN:1.070mg/L,0.1022,3.24,1,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:27:28 PM,1,1,NPOC,37.98,7.825,NPOC:7.746mg/L TN:1.028mg/L,0.4140,1.10,0,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:31:45 PM,1,2,NPOC,37.67,7.760,NPOC:7.746mg/L TN:1.028mg/L,0.4140,1.10,0,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:36:02 PM,1,3,NPOC,37.16,7.653,NPOC:7.746mg/L TN:1.028mg/L,0.4140,1.10,0,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:27:28 PM,1,1,TN,2.968,1.053,NPOC:7.746mg/L TN:1.028mg/L,0.2180,8.03,0,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:31:45 PM,1,2,TN,2.585,1.016,NPOC:7.746mg/L TN:1.028mg/L,0.2180,8.03,0,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:36:02 PM,1,3,TN,2.596,1.017,NPOC:7.746mg/L TN:1.028mg/L,0.2180,8.03,0,50,
Unknown,NPOC/TN,31,31,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:42:21 PM,1,4,TN,0.000,0.7679,NPOC:7.746mg/L TN:1.028mg/L,0.2180,8.03,1,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:51:02 PM,1,1,NPOC,37.41,7.705,NPOC:7.680mg/L TN:1.370mg/L,0.6188,1.66,0,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 4:55:21 PM,1,2,NPOC,37.84,7.795,NPOC:7.680mg/L TN:1.370mg/L,0.6188,1.66,0,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:00:02 PM,1,3,NPOC,36.62,7.539,NPOC:7.680mg/L TN:1.370mg/L,0.6188,1.66,0,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:51:02 PM,1,1,TN,6.046,1.348,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,0,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 4:55:21 PM,1,2,TN,6.464,1.388,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,0,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:00:02 PM,1,3,TN,6.327,1.375,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,0,50,
Unknown,NPOC/TN,90,90,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:06:20 PM,1,4,TN,0.1417,0.7815,NPOC:7.680mg/L TN:1.370mg/L,0.2131,3.39,1,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:15:01 PM,1,1,NPOC,44.31,9.154,NPOC:9.108mg/L TN:1.304mg/L,0.1986,0.45,0,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:19:39 PM,1,2,NPOC,44.05,9.099,NPOC:9.108mg/L TN:1.304mg/L,0.1986,0.45,0,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:23:59 PM,1,3,NPOC,43.92,9.072,NPOC:9.108mg/L TN:1.304mg/L,0.1986,0.45,0,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:15:01 PM,1,1,TN,5.762,1.321,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,0,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:19:39 PM,1,2,TN,5.693,1.314,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,0,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:23:59 PM,1,3,TN,5.317,1.278,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,0,50,
Unknown,NPOC/TN,61,61,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:30:17 PM,1,4,TN,0.3834,0.8047,NPOC:9.108mg/L TN:1.304mg/L,0.2395,4.28,1,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:39:05 PM,1,1,NPOC,100.4,20.93,NPOC:21.02mg/L TN:1.343mg/L,0.7506,0.74,0,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:43:37 PM,1,2,NPOC,101.7,21.20,NPOC:21.02mg/L TN:1.343mg/L,0.7506,0.74,0,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 5:47:54 PM,1,3,NPOC,100.4,20.93,NPOC:21.02mg/L TN:1.343mg/L,0.7506,0.74,0,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:39:05 PM,1,1,TN,5.893,1.333,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,0,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:43:37 PM,1,2,TN,6.221,1.365,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,0,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:47:54 PM,1,3,TN,5.883,1.332,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,0,50,
Unknown,NPOC/TN,67,67,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 5:54:12 PM,1,4,TN,0.000,0.7679,NPOC:21.02mg/L TN:1.343mg/L,0.1923,3.21,1,50,
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 6:03:38 PM,1,1,NPOC,114.5,23.89,NPOC:23.79mg/L TN:1.763mg/L,1.044,0.92,0,50,
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 6:08:12 PM,1,2,NPOC,114.7,23.93,NPOC:23.79mg/L TN:1.763mg/L,1.044,0.92,0,50,
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 6:12:32 PM,1,3,NPOC,112.8,23.53,NPOC:23.79mg/L TN:1.763mg/L,1.044,0.92,0,50,
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 6:03:38 PM,1,1,TN,10.39,1.764,NPOC:23.79mg/L TN:1.763mg/L,0.1060,1.02,0,50,
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 6:08:12 PM,1,2,TN,10.26,1.752,NPOC:23.79mg/L TN:1.763mg/L,0.1060,1.02,0,50,
Unknown,NPOC/TN,97,97,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 6:12:32 PM,1,3,TN,10.47,1.772,NPOC:23.79mg/L TN:1.763mg/L,0.1060,1.02,0,50,
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 6:21:32 PM,1,1,NPOC,89.31,18.60,NPOC:18.34mg/L TN:1.371mg/L,1.136,1.29,0,50,
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 6:25:51 PM,1,2,NPOC,87.86,18.30,NPOC:18.34mg/L TN:1.371mg/L,1.136,1.29,0,50,
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 6:30:08 PM,1,3,NPOC,87.07,18.13,NPOC:18.34mg/L TN:1.371mg/L,1.136,1.29,0,50,
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 6:21:32 PM,1,1,TN,6.243,1.367,NPOC:18.34mg/L TN:1.371mg/L,0.1042,1.66,0,50,
Unknown,NPOC/TN,101,101,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 6:25:51 PM,1,2,TN,6.222,1.365,NPOC:18.34mg/L TN:1.371mg/L,0.1042,1.66,0,50,
