"","Area","Site","Depth_cm","year","month","day","ICP","mean","sd","month2","date_plot","area_site"
"217","acidic tundra","Mesic",10,"2022","07","18","Al_ug_mL",0.41,0.156,"July","July-18-2022","acidic tundra-Mesic"
"218","acidic tundra","Mesic",10,"2022","07","18","Ca_ug_mL",2.8,0.523,"July","July-18-2022","acidic tundra-Mesic"
"219","acidic tundra","Mesic",10,"2022","07","18","Fe_ug_mL",0.235,0.064,"July","July-18-2022","acidic tundra-Mesic"
"220","acidic tundra","Mesic",10,"2022","07","18","K_ug_mL",0.445,0.389,"July","July-18-2022","acidic tundra-Mesic"
"221","acidic tundra","Mesic",10,"2022","07","18","Mg_ug_mL",0.675,0.092,"July","July-18-2022","acidic tundra-Mesic"
"222","acidic tundra","Mesic",10,"2022","07","18","Mn_ug_mL",0.095,0.021,"July","July-18-2022","acidic tundra-Mesic"
"223","acidic tundra","Mesic",10,"2022","07","18","Na_ug_mL",0.285,0.106,"July","July-18-2022","acidic tundra-Mesic"
"224","acidic tundra","Mesic",10,"2022","07","18","P_ug_mL",0.007,0.004,"July","July-18-2022","acidic tundra-Mesic"
"225","acidic tundra","Mesic",10,"2022","07","25","Al_ug_mL",0.325,0.035,"July","July-25-2022","acidic tundra-Mesic"
"226","acidic tundra","Mesic",10,"2022","07","25","Ca_ug_mL",2.63,0.071,"July","July-25-2022","acidic tundra-Mesic"
"227","acidic tundra","Mesic",10,"2022","07","25","Fe_ug_mL",0.335,0.219,"July","July-25-2022","acidic tundra-Mesic"
"228","acidic tundra","Mesic",10,"2022","07","25","K_ug_mL",0.29,0.085,"July","July-25-2022","acidic tundra-Mesic"
"229","acidic tundra","Mesic",10,"2022","07","25","Mg_ug_mL",0.68,0.028,"July","July-25-2022","acidic tundra-Mesic"
"230","acidic tundra","Mesic",10,"2022","07","25","Mn_ug_mL",0.21,0.212,"July","July-25-2022","acidic tundra-Mesic"
"231","acidic tundra","Mesic",10,"2022","07","25","Na_ug_mL",0.23,0.014,"July","July-25-2022","acidic tundra-Mesic"
"232","acidic tundra","Mesic",10,"2022","07","25","P_ug_mL",0.01,0,"July","July-25-2022","acidic tundra-Mesic"
"233","acidic tundra","Mesic",10,"2022","08","08","Al_ug_mL",0.33,0.141,"August","August-08-2022","acidic tundra-Mesic"
"234","acidic tundra","Mesic",10,"2022","08","08","Ca_ug_mL",2.445,0.431,"August","August-08-2022","acidic tundra-Mesic"
"235","acidic tundra","Mesic",10,"2022","08","08","Fe_ug_mL",0.31,0.226,"August","August-08-2022","acidic tundra-Mesic"
"236","acidic tundra","Mesic",10,"2022","08","08","K_ug_mL",0.29,0.113,"August","August-08-2022","acidic tundra-Mesic"
"237","acidic tundra","Mesic",10,"2022","08","08","Mg_ug_mL",0.585,0.049,"August","August-08-2022","acidic tundra-Mesic"
"238","acidic tundra","Mesic",10,"2022","08","08","Mn_ug_mL",0.155,0.148,"August","August-08-2022","acidic tundra-Mesic"
"239","acidic tundra","Mesic",10,"2022","08","08","Na_ug_mL",0.25,0.113,"August","August-08-2022","acidic tundra-Mesic"
"240","acidic tundra","Mesic",10,"2022","08","08","P_ug_mL",0.007,0.004,"August","August-08-2022","acidic tundra-Mesic"
"241","acidic tundra","Mesic",10,"2022","09","15","Al_ug_mL",0.51,0.127,"September","September-15-2022","acidic tundra-Mesic"
"242","acidic tundra","Mesic",10,"2022","09","15","Ca_ug_mL",4.925,0.389,"September","September-15-2022","acidic tundra-Mesic"
"243","acidic tundra","Mesic",10,"2022","09","15","Fe_ug_mL",3.72,0.537,"September","September-15-2022","acidic tundra-Mesic"
"244","acidic tundra","Mesic",10,"2022","09","15","K_ug_mL",0.435,0.092,"September","September-15-2022","acidic tundra-Mesic"
"245","acidic tundra","Mesic",10,"2022","09","15","Mg_ug_mL",0.835,0.092,"September","September-15-2022","acidic tundra-Mesic"
"246","acidic tundra","Mesic",10,"2022","09","15","Mn_ug_mL",1.835,0.092,"September","September-15-2022","acidic tundra-Mesic"
"247","acidic tundra","Mesic",10,"2022","09","15","Na_ug_mL",0.37,0.042,"September","September-15-2022","acidic tundra-Mesic"
"248","acidic tundra","Mesic",10,"2022","09","15","P_ug_mL",0.03,0.028,"September","September-15-2022","acidic tundra-Mesic"
"249","acidic tundra","Mesic",10,"2022","09","17","Al_ug_mL",0.6,NA,"September","September-17-2022","acidic tundra-Mesic"
"250","acidic tundra","Mesic",10,"2022","09","17","Ca_ug_mL",3.9,NA,"September","September-17-2022","acidic tundra-Mesic"
"251","acidic tundra","Mesic",10,"2022","09","17","Fe_ug_mL",1.6,NA,"September","September-17-2022","acidic tundra-Mesic"
"252","acidic tundra","Mesic",10,"2022","09","17","K_ug_mL",0.3,NA,"September","September-17-2022","acidic tundra-Mesic"
"253","acidic tundra","Mesic",10,"2022","09","17","Mg_ug_mL",0.8,NA,"September","September-17-2022","acidic tundra-Mesic"
"254","acidic tundra","Mesic",10,"2022","09","17","Mn_ug_mL",0.6,NA,"September","September-17-2022","acidic tundra-Mesic"
"255","acidic tundra","Mesic",10,"2022","09","17","Na_ug_mL",0.2,NA,"September","September-17-2022","acidic tundra-Mesic"
"256","acidic tundra","Mesic",10,"2022","09","17","P_ug_mL",0.05,NA,"September","September-17-2022","acidic tundra-Mesic"
"257","acidic tundra","Mesic",20,"2022","08","08","Al_ug_mL",0.27,NA,"August","August-08-2022","acidic tundra-Mesic"
"258","acidic tundra","Mesic",20,"2022","08","08","Ca_ug_mL",2.54,NA,"August","August-08-2022","acidic tundra-Mesic"
"259","acidic tundra","Mesic",20,"2022","08","08","Fe_ug_mL",0.3,NA,"August","August-08-2022","acidic tundra-Mesic"
"260","acidic tundra","Mesic",20,"2022","08","08","K_ug_mL",0.11,NA,"August","August-08-2022","acidic tundra-Mesic"
"261","acidic tundra","Mesic",20,"2022","08","08","Mg_ug_mL",0.64,NA,"August","August-08-2022","acidic tundra-Mesic"
"262","acidic tundra","Mesic",20,"2022","08","08","Mn_ug_mL",0.24,NA,"August","August-08-2022","acidic tundra-Mesic"
"263","acidic tundra","Mesic",20,"2022","08","08","Na_ug_mL",0.19,NA,"August","August-08-2022","acidic tundra-Mesic"
"264","acidic tundra","Mesic",20,"2022","08","08","P_ug_mL",0.005,NA,"August","August-08-2022","acidic tundra-Mesic"
"265","acidic tundra","Mesic",40,"2022","07","25","Al_ug_mL",0.4,NA,"July","July-25-2022","acidic tundra-Mesic"
"266","acidic tundra","Mesic",40,"2022","07","25","Ca_ug_mL",3.61,NA,"July","July-25-2022","acidic tundra-Mesic"
"267","acidic tundra","Mesic",40,"2022","07","25","Fe_ug_mL",0.55,NA,"July","July-25-2022","acidic tundra-Mesic"
"268","acidic tundra","Mesic",40,"2022","07","25","K_ug_mL",1.11,NA,"July","July-25-2022","acidic tundra-Mesic"
"269","acidic tundra","Mesic",40,"2022","07","25","Mg_ug_mL",0.93,NA,"July","July-25-2022","acidic tundra-Mesic"
"270","acidic tundra","Mesic",40,"2022","07","25","Mn_ug_mL",0.19,NA,"July","July-25-2022","acidic tundra-Mesic"
"271","acidic tundra","Mesic",40,"2022","07","25","Na_ug_mL",1.21,NA,"July","July-25-2022","acidic tundra-Mesic"
"272","acidic tundra","Mesic",40,"2022","07","25","P_ug_mL",0.03,NA,"July","July-25-2022","acidic tundra-Mesic"
"273","acidic tundra","Mesic",40,"2022","08","08","Al_ug_mL",0.3,NA,"August","August-08-2022","acidic tundra-Mesic"
"274","acidic tundra","Mesic",40,"2022","08","08","Ca_ug_mL",2.7,NA,"August","August-08-2022","acidic tundra-Mesic"
"275","acidic tundra","Mesic",40,"2022","08","08","Fe_ug_mL",0.33,NA,"August","August-08-2022","acidic tundra-Mesic"
"276","acidic tundra","Mesic",40,"2022","08","08","K_ug_mL",0.16,NA,"August","August-08-2022","acidic tundra-Mesic"
"277","acidic tundra","Mesic",40,"2022","08","08","Mg_ug_mL",0.67,NA,"August","August-08-2022","acidic tundra-Mesic"
"278","acidic tundra","Mesic",40,"2022","08","08","Mn_ug_mL",0.21,NA,"August","August-08-2022","acidic tundra-Mesic"
"279","acidic tundra","Mesic",40,"2022","08","08","Na_ug_mL",0.27,NA,"August","August-08-2022","acidic tundra-Mesic"
"280","acidic tundra","Mesic",40,"2022","08","08","P_ug_mL",0.01,NA,"August","August-08-2022","acidic tundra-Mesic"
"281","acidic tundra","Mesic",40,"2022","09","15","Al_ug_mL",0.8,NA,"September","September-15-2022","acidic tundra-Mesic"
"282","acidic tundra","Mesic",40,"2022","09","15","Ca_ug_mL",6.9,NA,"September","September-15-2022","acidic tundra-Mesic"
"283","acidic tundra","Mesic",40,"2022","09","15","Fe_ug_mL",5.6,NA,"September","September-15-2022","acidic tundra-Mesic"
"284","acidic tundra","Mesic",40,"2022","09","15","K_ug_mL",0.5,NA,"September","September-15-2022","acidic tundra-Mesic"
"285","acidic tundra","Mesic",40,"2022","09","15","Mg_ug_mL",1.1,NA,"September","September-15-2022","acidic tundra-Mesic"
"286","acidic tundra","Mesic",40,"2022","09","15","Mn_ug_mL",1,NA,"September","September-15-2022","acidic tundra-Mesic"
"287","acidic tundra","Mesic",40,"2022","09","15","Na_ug_mL",0.5,NA,"September","September-15-2022","acidic tundra-Mesic"
"288","acidic tundra","Mesic",40,"2022","09","15","P_ug_mL",0.05,NA,"September","September-15-2022","acidic tundra-Mesic"
"289","non-acidic tundra","Dry",0,"2022","06","29","Al_ug_mL",0.02,NA,"June","June-29-2022","non-acidic tundra-Dry"
"290","non-acidic tundra","Dry",0,"2022","06","29","Ca_ug_mL",8.04,NA,"June","June-29-2022","non-acidic tundra-Dry"
"291","non-acidic tundra","Dry",0,"2022","06","29","Fe_ug_mL",0.02,NA,"June","June-29-2022","non-acidic tundra-Dry"
"292","non-acidic tundra","Dry",0,"2022","06","29","K_ug_mL",0.34,NA,"June","June-29-2022","non-acidic tundra-Dry"
"293","non-acidic tundra","Dry",0,"2022","06","29","Mg_ug_mL",1.09,NA,"June","June-29-2022","non-acidic tundra-Dry"
"294","non-acidic tundra","Dry",0,"2022","06","29","Mn_ug_mL",0.003,NA,"June","June-29-2022","non-acidic tundra-Dry"
"295","non-acidic tundra","Dry",0,"2022","06","29","Na_ug_mL",0.33,NA,"June","June-29-2022","non-acidic tundra-Dry"
"296","non-acidic tundra","Dry",0,"2022","06","29","P_ug_mL",0.01,NA,"June","June-29-2022","non-acidic tundra-Dry"
"297","non-acidic tundra","Dry",0,"2022","07","26","Al_ug_mL",0.02,NA,"July","July-26-2022","non-acidic tundra-Dry"
"298","non-acidic tundra","Dry",0,"2022","07","26","Ca_ug_mL",13.3,NA,"July","July-26-2022","non-acidic tundra-Dry"
"299","non-acidic tundra","Dry",0,"2022","07","26","Fe_ug_mL",0.02,NA,"July","July-26-2022","non-acidic tundra-Dry"
"300","non-acidic tundra","Dry",0,"2022","07","26","K_ug_mL",0.03,NA,"July","July-26-2022","non-acidic tundra-Dry"
"301","non-acidic tundra","Dry",0,"2022","07","26","Mg_ug_mL",1.86,NA,"July","July-26-2022","non-acidic tundra-Dry"
"302","non-acidic tundra","Dry",0,"2022","07","26","Mn_ug_mL",0.003,NA,"July","July-26-2022","non-acidic tundra-Dry"
"303","non-acidic tundra","Dry",0,"2022","07","26","Na_ug_mL",0.32,NA,"July","July-26-2022","non-acidic tundra-Dry"
"304","non-acidic tundra","Dry",0,"2022","07","26","P_ug_mL",0.005,NA,"July","July-26-2022","non-acidic tundra-Dry"
"305","non-acidic tundra","Dry",0,"2022","08","07","Al_ug_mL",0.02,NA,"August","August-07-2022","non-acidic tundra-Dry"
"306","non-acidic tundra","Dry",0,"2022","08","07","Ca_ug_mL",14.4,NA,"August","August-07-2022","non-acidic tundra-Dry"
"307","non-acidic tundra","Dry",0,"2022","08","07","Fe_ug_mL",0.02,NA,"August","August-07-2022","non-acidic tundra-Dry"
"308","non-acidic tundra","Dry",0,"2022","08","07","K_ug_mL",0.03,NA,"August","August-07-2022","non-acidic tundra-Dry"
"309","non-acidic tundra","Dry",0,"2022","08","07","Mg_ug_mL",1.9,NA,"August","August-07-2022","non-acidic tundra-Dry"
"310","non-acidic tundra","Dry",0,"2022","08","07","Mn_ug_mL",0.003,NA,"August","August-07-2022","non-acidic tundra-Dry"
"311","non-acidic tundra","Dry",0,"2022","08","07","Na_ug_mL",0.28,NA,"August","August-07-2022","non-acidic tundra-Dry"
"312","non-acidic tundra","Dry",0,"2022","08","07","P_ug_mL",0.005,NA,"August","August-07-2022","non-acidic tundra-Dry"
"313","non-acidic tundra","Dry",10,"2022","07","26","Al_ug_mL",0.03,NA,"July","July-26-2022","non-acidic tundra-Dry"
"314","non-acidic tundra","Dry",10,"2022","07","26","Ca_ug_mL",13.2,NA,"July","July-26-2022","non-acidic tundra-Dry"
"315","non-acidic tundra","Dry",10,"2022","07","26","Fe_ug_mL",0.02,NA,"July","July-26-2022","non-acidic tundra-Dry"
"316","non-acidic tundra","Dry",10,"2022","07","26","K_ug_mL",0.03,NA,"July","July-26-2022","non-acidic tundra-Dry"
"317","non-acidic tundra","Dry",10,"2022","07","26","Mg_ug_mL",1.83,NA,"July","July-26-2022","non-acidic tundra-Dry"
"318","non-acidic tundra","Dry",10,"2022","07","26","Mn_ug_mL",0.003,NA,"July","July-26-2022","non-acidic tundra-Dry"
"319","non-acidic tundra","Dry",10,"2022","07","26","Na_ug_mL",0.28,NA,"July","July-26-2022","non-acidic tundra-Dry"
"320","non-acidic tundra","Dry",10,"2022","07","26","P_ug_mL",0.01,NA,"July","July-26-2022","non-acidic tundra-Dry"
"321","non-acidic tundra","Dry",10,"2022","08","07","Al_ug_mL",0.03,0,"August","August-07-2022","non-acidic tundra-Dry"
"322","non-acidic tundra","Dry",10,"2022","08","07","Ca_ug_mL",12,2.546,"August","August-07-2022","non-acidic tundra-Dry"
"323","non-acidic tundra","Dry",10,"2022","08","07","Fe_ug_mL",0.02,0,"August","August-07-2022","non-acidic tundra-Dry"
"324","non-acidic tundra","Dry",10,"2022","08","07","K_ug_mL",0.045,0.007,"August","August-07-2022","non-acidic tundra-Dry"
"325","non-acidic tundra","Dry",10,"2022","08","07","Mg_ug_mL",1.545,0.389,"August","August-07-2022","non-acidic tundra-Dry"
"326","non-acidic tundra","Dry",10,"2022","08","07","Mn_ug_mL",0.003,0,"August","August-07-2022","non-acidic tundra-Dry"
"327","non-acidic tundra","Dry",10,"2022","08","07","Na_ug_mL",0.225,0.092,"August","August-07-2022","non-acidic tundra-Dry"
"328","non-acidic tundra","Dry",10,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Dry"
"329","non-acidic tundra","Dry",20,"2022","07","12","Al_ug_mL",0.07,NA,"July","July-12-2022","non-acidic tundra-Dry"
"330","non-acidic tundra","Dry",20,"2022","07","12","Ca_ug_mL",8.6,NA,"July","July-12-2022","non-acidic tundra-Dry"
"331","non-acidic tundra","Dry",20,"2022","07","12","Fe_ug_mL",0.04,NA,"July","July-12-2022","non-acidic tundra-Dry"
"332","non-acidic tundra","Dry",20,"2022","07","12","K_ug_mL",0.09,NA,"July","July-12-2022","non-acidic tundra-Dry"
"333","non-acidic tundra","Dry",20,"2022","07","12","Mg_ug_mL",1,NA,"July","July-12-2022","non-acidic tundra-Dry"
"334","non-acidic tundra","Dry",20,"2022","07","12","Mn_ug_mL",0.03,NA,"July","July-12-2022","non-acidic tundra-Dry"
"335","non-acidic tundra","Dry",20,"2022","07","12","Na_ug_mL",0.15,NA,"July","July-12-2022","non-acidic tundra-Dry"
"336","non-acidic tundra","Dry",20,"2022","07","12","P_ug_mL",0.01,NA,"July","July-12-2022","non-acidic tundra-Dry"
"337","non-acidic tundra","Dry",20,"2022","07","19","Al_ug_mL",0.145,0.035,"July","July-19-2022","non-acidic tundra-Dry"
"338","non-acidic tundra","Dry",20,"2022","07","19","Ca_ug_mL",10.47,2.588,"July","July-19-2022","non-acidic tundra-Dry"
"339","non-acidic tundra","Dry",20,"2022","07","19","Fe_ug_mL",0.075,0.021,"July","July-19-2022","non-acidic tundra-Dry"
"340","non-acidic tundra","Dry",20,"2022","07","19","K_ug_mL",0.24,0.057,"July","July-19-2022","non-acidic tundra-Dry"
"341","non-acidic tundra","Dry",20,"2022","07","19","Mg_ug_mL",1.365,0.46,"July","July-19-2022","non-acidic tundra-Dry"
"342","non-acidic tundra","Dry",20,"2022","07","19","Mn_ug_mL",0.06,0.071,"July","July-19-2022","non-acidic tundra-Dry"
"343","non-acidic tundra","Dry",20,"2022","07","19","Na_ug_mL",0.365,0.205,"July","July-19-2022","non-acidic tundra-Dry"
"344","non-acidic tundra","Dry",20,"2022","07","19","P_ug_mL",0.007,0.004,"July","July-19-2022","non-acidic tundra-Dry"
"345","non-acidic tundra","Dry",20,"2022","07","26","Al_ug_mL",0.155,0.12,"July","July-26-2022","non-acidic tundra-Dry"
"346","non-acidic tundra","Dry",20,"2022","07","26","Ca_ug_mL",11.675,3.995,"July","July-26-2022","non-acidic tundra-Dry"
"347","non-acidic tundra","Dry",20,"2022","07","26","Fe_ug_mL",0.085,0.049,"July","July-26-2022","non-acidic tundra-Dry"
"348","non-acidic tundra","Dry",20,"2022","07","26","K_ug_mL",0.145,0.177,"July","July-26-2022","non-acidic tundra-Dry"
"349","non-acidic tundra","Dry",20,"2022","07","26","Mg_ug_mL",1.585,0.728,"July","July-26-2022","non-acidic tundra-Dry"
"350","non-acidic tundra","Dry",20,"2022","07","26","Mn_ug_mL",0.116,0.161,"July","July-26-2022","non-acidic tundra-Dry"
"351","non-acidic tundra","Dry",20,"2022","07","26","Na_ug_mL",0.325,0.262,"July","July-26-2022","non-acidic tundra-Dry"
"352","non-acidic tundra","Dry",20,"2022","07","26","P_ug_mL",0.007,0.004,"July","July-26-2022","non-acidic tundra-Dry"
"353","non-acidic tundra","Dry",20,"2022","08","07","Al_ug_mL",0.06,0,"August","August-07-2022","non-acidic tundra-Dry"
"354","non-acidic tundra","Dry",20,"2022","08","07","Ca_ug_mL",11.525,2.652,"August","August-07-2022","non-acidic tundra-Dry"
"355","non-acidic tundra","Dry",20,"2022","08","07","Fe_ug_mL",0.05,0.014,"August","August-07-2022","non-acidic tundra-Dry"
"356","non-acidic tundra","Dry",20,"2022","08","07","K_ug_mL",0.11,0.042,"August","August-07-2022","non-acidic tundra-Dry"
"357","non-acidic tundra","Dry",20,"2022","08","07","Mg_ug_mL",1.495,0.559,"August","August-07-2022","non-acidic tundra-Dry"
"358","non-acidic tundra","Dry",20,"2022","08","07","Mn_ug_mL",0.05,0.057,"August","August-07-2022","non-acidic tundra-Dry"
"359","non-acidic tundra","Dry",20,"2022","08","07","Na_ug_mL",0.27,0.156,"August","August-07-2022","non-acidic tundra-Dry"
"360","non-acidic tundra","Dry",20,"2022","08","07","P_ug_mL",0.007,0.004,"August","August-07-2022","non-acidic tundra-Dry"
"361","non-acidic tundra","Hydric",0,"2022","06","29","Al_ug_mL",0.247,0.221,"June","June-29-2022","non-acidic tundra-Hydric"
"362","non-acidic tundra","Hydric",0,"2022","06","29","Ca_ug_mL",20.137,10.846,"June","June-29-2022","non-acidic tundra-Hydric"
"363","non-acidic tundra","Hydric",0,"2022","06","29","Fe_ug_mL",1.17,1.62,"June","June-29-2022","non-acidic tundra-Hydric"
"364","non-acidic tundra","Hydric",0,"2022","06","29","K_ug_mL",0.61,0.426,"June","June-29-2022","non-acidic tundra-Hydric"
"365","non-acidic tundra","Hydric",0,"2022","06","29","Mg_ug_mL",2.567,1.371,"June","June-29-2022","non-acidic tundra-Hydric"
"366","non-acidic tundra","Hydric",0,"2022","06","29","Mn_ug_mL",0.133,0.129,"June","June-29-2022","non-acidic tundra-Hydric"
"367","non-acidic tundra","Hydric",0,"2022","06","29","Na_ug_mL",0.583,0.157,"June","June-29-2022","non-acidic tundra-Hydric"
"368","non-acidic tundra","Hydric",0,"2022","06","29","P_ug_mL",0.008,0.003,"June","June-29-2022","non-acidic tundra-Hydric"
"369","non-acidic tundra","Hydric",0,"2022","07","07","Al_ug_mL",0.027,0.021,"July","July-07-2022","non-acidic tundra-Hydric"
"370","non-acidic tundra","Hydric",0,"2022","07","07","Ca_ug_mL",24.7,10.333,"July","July-07-2022","non-acidic tundra-Hydric"
"371","non-acidic tundra","Hydric",0,"2022","07","07","Fe_ug_mL",1.663,0.744,"July","July-07-2022","non-acidic tundra-Hydric"
"372","non-acidic tundra","Hydric",0,"2022","07","07","K_ug_mL",0.217,0.148,"July","July-07-2022","non-acidic tundra-Hydric"
"373","non-acidic tundra","Hydric",0,"2022","07","07","Mg_ug_mL",3.04,1.412,"July","July-07-2022","non-acidic tundra-Hydric"
"374","non-acidic tundra","Hydric",0,"2022","07","07","Mn_ug_mL",0.27,0.303,"July","July-07-2022","non-acidic tundra-Hydric"
"375","non-acidic tundra","Hydric",0,"2022","07","07","Na_ug_mL",0.41,0.164,"July","July-07-2022","non-acidic tundra-Hydric"
"376","non-acidic tundra","Hydric",0,"2022","07","07","P_ug_mL",0.005,0,"July","July-07-2022","non-acidic tundra-Hydric"
"377","non-acidic tundra","Hydric",0,"2022","07","12","Al_ug_mL",0.39,0.632,"July","July-12-2022","non-acidic tundra-Hydric"
"378","non-acidic tundra","Hydric",0,"2022","07","12","Ca_ug_mL",24.733,11.701,"July","July-12-2022","non-acidic tundra-Hydric"
"379","non-acidic tundra","Hydric",0,"2022","07","12","Fe_ug_mL",1.303,1.779,"July","July-12-2022","non-acidic tundra-Hydric"
"380","non-acidic tundra","Hydric",0,"2022","07","12","K_ug_mL",0.657,0.973,"July","July-12-2022","non-acidic tundra-Hydric"
"381","non-acidic tundra","Hydric",0,"2022","07","12","Mg_ug_mL",3.31,1.525,"July","July-12-2022","non-acidic tundra-Hydric"
"382","non-acidic tundra","Hydric",0,"2022","07","12","Mn_ug_mL",0.11,0.096,"July","July-12-2022","non-acidic tundra-Hydric"
"383","non-acidic tundra","Hydric",0,"2022","07","12","Na_ug_mL",0.647,0.496,"July","July-12-2022","non-acidic tundra-Hydric"
"384","non-acidic tundra","Hydric",0,"2022","07","12","P_ug_mL",0.01,0.009,"July","July-12-2022","non-acidic tundra-Hydric"
"385","non-acidic tundra","Hydric",0,"2022","07","19","Al_ug_mL",0.02,0.01,"July","July-19-2022","non-acidic tundra-Hydric"
"386","non-acidic tundra","Hydric",0,"2022","07","19","Ca_ug_mL",22.267,9.865,"July","July-19-2022","non-acidic tundra-Hydric"
"387","non-acidic tundra","Hydric",0,"2022","07","19","Fe_ug_mL",0.827,1.131,"July","July-19-2022","non-acidic tundra-Hydric"
"388","non-acidic tundra","Hydric",0,"2022","07","19","K_ug_mL",0.117,0.083,"July","July-19-2022","non-acidic tundra-Hydric"
"389","non-acidic tundra","Hydric",0,"2022","07","19","Mg_ug_mL",3.083,1.371,"July","July-19-2022","non-acidic tundra-Hydric"
"390","non-acidic tundra","Hydric",0,"2022","07","19","Mn_ug_mL",0.05,0.04,"July","July-19-2022","non-acidic tundra-Hydric"
"391","non-acidic tundra","Hydric",0,"2022","07","19","Na_ug_mL",0.41,0.195,"July","July-19-2022","non-acidic tundra-Hydric"
"392","non-acidic tundra","Hydric",0,"2022","07","19","P_ug_mL",0.005,0,"July","July-19-2022","non-acidic tundra-Hydric"
"393","non-acidic tundra","Hydric",0,"2022","07","26","Al_ug_mL",0.138,0.21,"July","July-26-2022","non-acidic tundra-Hydric"
"394","non-acidic tundra","Hydric",0,"2022","07","26","Ca_ug_mL",27.533,11.082,"July","July-26-2022","non-acidic tundra-Hydric"
"395","non-acidic tundra","Hydric",0,"2022","07","26","Fe_ug_mL",0.103,0.065,"July","July-26-2022","non-acidic tundra-Hydric"
"396","non-acidic tundra","Hydric",0,"2022","07","26","K_ug_mL",0.17,0.137,"July","July-26-2022","non-acidic tundra-Hydric"
"397","non-acidic tundra","Hydric",0,"2022","07","26","Mg_ug_mL",3.65,1.416,"July","July-26-2022","non-acidic tundra-Hydric"
"398","non-acidic tundra","Hydric",0,"2022","07","26","Mn_ug_mL",0.047,0.023,"July","July-26-2022","non-acidic tundra-Hydric"
"399","non-acidic tundra","Hydric",0,"2022","07","26","Na_ug_mL",0.423,0.16,"July","July-26-2022","non-acidic tundra-Hydric"
"400","non-acidic tundra","Hydric",0,"2022","07","26","P_ug_mL",0.005,0,"July","July-26-2022","non-acidic tundra-Hydric"
"401","non-acidic tundra","Hydric",0,"2022","08","07","Al_ug_mL",0.013,0.006,"August","August-07-2022","non-acidic tundra-Hydric"
"402","non-acidic tundra","Hydric",0,"2022","08","07","Ca_ug_mL",29.367,12.227,"August","August-07-2022","non-acidic tundra-Hydric"
"403","non-acidic tundra","Hydric",0,"2022","08","07","Fe_ug_mL",0.21,0.312,"August","August-07-2022","non-acidic tundra-Hydric"
"404","non-acidic tundra","Hydric",0,"2022","08","07","K_ug_mL",0.223,0.153,"August","August-07-2022","non-acidic tundra-Hydric"
"405","non-acidic tundra","Hydric",0,"2022","08","07","Mg_ug_mL",3.743,1.81,"August","August-07-2022","non-acidic tundra-Hydric"
"406","non-acidic tundra","Hydric",0,"2022","08","07","Mn_ug_mL",0.054,0.083,"August","August-07-2022","non-acidic tundra-Hydric"
"407","non-acidic tundra","Hydric",0,"2022","08","07","Na_ug_mL",0.45,0.167,"August","August-07-2022","non-acidic tundra-Hydric"
"408","non-acidic tundra","Hydric",0,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Hydric"
"409","non-acidic tundra","Hydric",0,"2022","09","23","Al_ug_mL",0.1,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"410","non-acidic tundra","Hydric",0,"2022","09","23","Ca_ug_mL",16.9,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"411","non-acidic tundra","Hydric",0,"2022","09","23","Fe_ug_mL",0.7,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"412","non-acidic tundra","Hydric",0,"2022","09","23","K_ug_mL",0.2,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"413","non-acidic tundra","Hydric",0,"2022","09","23","Mg_ug_mL",2.2,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"414","non-acidic tundra","Hydric",0,"2022","09","23","Mn_ug_mL",0.2,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"415","non-acidic tundra","Hydric",0,"2022","09","23","Na_ug_mL",0.4,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"416","non-acidic tundra","Hydric",0,"2022","09","23","P_ug_mL",0.05,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"417","non-acidic tundra","Hydric",10,"2022","06","29","Al_ug_mL",0.087,0.133,"June","June-29-2022","non-acidic tundra-Hydric"
"418","non-acidic tundra","Hydric",10,"2022","06","29","Ca_ug_mL",26.667,11.42,"June","June-29-2022","non-acidic tundra-Hydric"
"419","non-acidic tundra","Hydric",10,"2022","06","29","Fe_ug_mL",0.857,0.967,"June","June-29-2022","non-acidic tundra-Hydric"
"420","non-acidic tundra","Hydric",10,"2022","06","29","K_ug_mL",0.19,0.227,"June","June-29-2022","non-acidic tundra-Hydric"
"421","non-acidic tundra","Hydric",10,"2022","06","29","Mg_ug_mL",3.333,1.583,"June","June-29-2022","non-acidic tundra-Hydric"
"422","non-acidic tundra","Hydric",10,"2022","06","29","Mn_ug_mL",0.177,0.146,"June","June-29-2022","non-acidic tundra-Hydric"
"423","non-acidic tundra","Hydric",10,"2022","06","29","Na_ug_mL",0.36,0.193,"June","June-29-2022","non-acidic tundra-Hydric"
"424","non-acidic tundra","Hydric",10,"2022","06","29","P_ug_mL",0.007,0.003,"June","June-29-2022","non-acidic tundra-Hydric"
"425","non-acidic tundra","Hydric",10,"2022","07","07","Al_ug_mL",0.02,0.017,"July","July-07-2022","non-acidic tundra-Hydric"
