"","X","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month","area_site"
"249",565,71,"West","Hydric","2","Jul-7","7-7-2021","2021-07-07","magnesium",2.426,"july","West-Hydric"
"250",566,71,"West","Hydric","2","Jul-7","7-7-2021","2021-07-07","manganese",0.243,"july","West-Hydric"
"251",567,71,"West","Hydric","2","Jul-7","7-7-2021","2021-07-07","sodium",0.328,"july","West-Hydric"
"252",568,71,"West","Hydric","2","Jul-7","7-7-2021","2021-07-07","phosphorus",0.07,"july","West-Hydric"
"253",570,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","calcium",28.18335559,"july","West-Hydric"
"254",571,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","iron",1.552,"july","West-Hydric"
"255",572,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","potassium",0.589,"july","West-Hydric"
"256",573,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","magnesium",3.73,"july","West-Hydric"
"257",574,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","manganese",0.03,"july","West-Hydric"
"258",575,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","sodium",0.066,"july","West-Hydric"
"259",576,72,"West","Hydric","3","Jul-7","7-7-2021","2021-07-07","phosphorus",0.05,"july","West-Hydric"
"260",626,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","calcium",7.451,"july","East-Dry"
"261",627,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","iron",1.184,"july","East-Dry"
"262",628,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","potassium",0.622,"july","East-Dry"
"263",629,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","magnesium",1.005,"july","East-Dry"
"264",630,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","manganese",0.03,"july","East-Dry"
"265",631,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","sodium",0.059,"july","East-Dry"
"266",632,79,"East","Dry","1","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Dry"
"267",634,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","calcium",4.998,"july","East-Dry"
"268",635,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","iron",4.094,"july","East-Dry"
"269",636,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","potassium",0.609,"july","East-Dry"
"270",637,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","magnesium",0.716,"july","East-Dry"
"271",638,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","manganese",0.128,"july","East-Dry"
"272",639,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","sodium",0.184,"july","East-Dry"
"273",640,80,"East","Dry","2","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Dry"
"274",642,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","calcium",4.267,"july","East-Dry"
"275",643,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","iron",1.062,"july","East-Dry"
"276",644,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","potassium",0.681,"july","East-Dry"
"277",645,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","magnesium",0.806,"july","East-Dry"
"278",646,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","manganese",0.03,"july","East-Dry"
"279",647,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","sodium",0.05,"july","East-Dry"
"280",648,81,"East","Dry","3","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Dry"
"281",650,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","calcium",2.835,"july","East-Mesic"
"282",651,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","iron",1.562,"july","East-Mesic"
"283",652,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","potassium",0.906,"july","East-Mesic"
"284",653,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","magnesium",0.665,"july","East-Mesic"
"285",654,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","manganese",0.03,"july","East-Mesic"
"286",655,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","sodium",0.075,"july","East-Mesic"
"287",656,82,"East","Mesic","1","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Mesic"
"288",658,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","calcium",5.229,"july","East-Mesic"
"289",659,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","iron",3.835,"july","East-Mesic"
"290",660,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","potassium",0.935,"july","East-Mesic"
"291",661,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","magnesium",1.318,"july","East-Mesic"
"292",662,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","manganese",0.423,"july","East-Mesic"
"293",663,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","sodium",0.553,"july","East-Mesic"
"294",664,83,"East","Mesic","2","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Mesic"
"295",666,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","calcium",4.4,"july","East-Mesic"
"296",667,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","iron",2.042,"july","East-Mesic"
"297",668,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","potassium",1.018,"july","East-Mesic"
"298",669,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","magnesium",1.032,"july","East-Mesic"
"299",670,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","manganese",0.215,"july","East-Mesic"
"300",671,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","sodium",0.293,"july","East-Mesic"
"301",672,84,"East","Mesic","3","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Mesic"
"302",674,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","calcium",2.51,"july","East-Hydric"
"303",675,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","iron",0.917,"july","East-Hydric"
"304",676,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","potassium",0.346,"july","East-Hydric"
"305",677,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","magnesium",0.642,"july","East-Hydric"
"306",678,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","manganese",0.092,"july","East-Hydric"
"307",679,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","sodium",0.139,"july","East-Hydric"
"308",680,85,"East","Hydric","1","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Hydric"
"309",682,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","calcium",3.316,"july","East-Hydric"
"310",683,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","iron",1.214,"july","East-Hydric"
"311",684,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","potassium",0.334,"july","East-Hydric"
"312",685,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","magnesium",0.664,"july","East-Hydric"
"313",686,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","manganese",0.03,"july","East-Hydric"
"314",687,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","sodium",0.077,"july","East-Hydric"
"315",688,86,"East","Hydric","2","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Hydric"
"316",690,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","calcium",3.087,"july","East-Hydric"
"317",691,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","iron",0.896,"july","East-Hydric"
"318",692,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","potassium",2.211,"july","East-Hydric"
"319",693,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","magnesium",0.752,"july","East-Hydric"
"320",694,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","manganese",0.108,"july","East-Hydric"
"321",695,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","sodium",0.159,"july","East-Hydric"
"322",696,87,"East","Hydric","3","Jul-14","7-14-2021","2021-07-14","phosphorus",0.05,"july","East-Hydric"
"323",802,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","calcium",10.883,"july","West-Dry"
"324",803,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","iron",0.239,"july","West-Dry"
"325",804,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","potassium",0.519,"july","West-Dry"
"326",805,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","magnesium",1.416,"july","West-Dry"
"327",806,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","manganese",0.03,"july","West-Dry"
"328",807,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","sodium",0.05,"july","West-Dry"
"329",808,101,"West","Dry","2","Jul-24","7-24-2021","2021-07-24","phosphorus",0.115,"july","West-Dry"
"330",810,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","calcium",9.243,"july","West-Dry"
"331",811,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","iron",0.316,"july","West-Dry"
"332",812,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","potassium",0.474,"july","West-Dry"
"333",813,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","magnesium",0.918,"july","West-Dry"
"334",814,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","manganese",0.03,"july","West-Dry"
"335",815,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","sodium",0.05,"july","West-Dry"
"336",816,102,"West","Dry","3","Jul-24","7-24-2021","2021-07-24","phosphorus",0.061,"july","West-Dry"
"337",818,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","calcium",10.782,"july","West-Mesic"
"338",819,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","iron",0.319,"july","West-Mesic"
"339",820,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","potassium",0.417,"july","West-Mesic"
"340",821,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","magnesium",1.263,"july","West-Mesic"
"341",822,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","manganese",0.03,"july","West-Mesic"
"342",823,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","sodium",0.05,"july","West-Mesic"
"343",824,103,"West","Mesic","1","Jul-24","7-24-2021","2021-07-24","phosphorus",0.066,"july","West-Mesic"
"344",826,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","calcium",11.208,"july","West-Mesic"
"345",827,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","iron",0.294,"july","West-Mesic"
"346",828,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","potassium",0.408,"july","West-Mesic"
"347",829,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","magnesium",1.51,"july","West-Mesic"
"348",830,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","manganese",0.03,"july","West-Mesic"
"349",831,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","sodium",0.05,"july","West-Mesic"
"350",832,104,"West","Mesic","2","Jul-24","7-24-2021","2021-07-24","phosphorus",0.066,"july","West-Mesic"
"351",834,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","calcium",7.367,"july","West-Mesic"
"352",835,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","iron",0.269,"july","West-Mesic"
"353",836,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","potassium",0.629,"july","West-Mesic"
"354",837,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","magnesium",0.913,"july","West-Mesic"
"355",838,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","manganese",0.03,"july","West-Mesic"
"356",839,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","sodium",0.05,"july","West-Mesic"
"357",840,105,"West","Mesic","3","Jul-24","7-24-2021","2021-07-24","phosphorus",0.068,"july","West-Mesic"
"358",842,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","calcium",40.16682047,"july","West-Hydric"
"359",843,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","iron",2.533,"july","West-Hydric"
"360",844,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","potassium",0.391,"july","West-Hydric"
"361",845,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","magnesium",5.345,"july","West-Hydric"
"362",846,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","manganese",0.227,"july","West-Hydric"
"363",847,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","sodium",0.308,"july","West-Hydric"
"364",848,106,"West","Hydric","1","Jul-24","7-24-2021","2021-07-24","phosphorus",0.069,"july","West-Hydric"
"365",850,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","calcium",32.91807533,"july","West-Hydric"
"366",851,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","iron",1.842,"july","West-Hydric"
"367",852,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","potassium",0.548,"july","West-Hydric"
"368",853,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","magnesium",3.726,"july","West-Hydric"
"369",854,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","manganese",0.263,"july","West-Hydric"
"370",855,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","sodium",0.353,"july","West-Hydric"
"371",856,107,"West","Hydric","2","Jul-24","7-24-2021","2021-07-24","phosphorus",0.09,"july","West-Hydric"
"372",858,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","calcium",36.94912029,"july","West-Hydric"
"373",859,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","iron",0.386,"july","West-Hydric"
"374",860,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","potassium",0.786,"july","West-Hydric"
"375",861,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","magnesium",4.856,"july","West-Hydric"
"376",862,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","manganese",0.03,"july","West-Hydric"
"377",863,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","sodium",0.05,"july","West-Hydric"
"378",864,108,"West","Hydric","3","Jul-24","7-24-2021","2021-07-24","phosphorus",0.066,"july","West-Hydric"
"379",906,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","calcium",9.79,"july","East-Dry"
"380",907,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","iron",0.311,"july","East-Dry"
"381",908,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","potassium",1.357,"july","East-Dry"
"382",909,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","magnesium",1.274,"july","East-Dry"
"383",910,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","manganese",0.03,"july","East-Dry"
"384",911,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","sodium",0.05,"july","East-Dry"
"385",912,114,"East","Dry","1","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Dry"
"386",914,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","calcium",3.549,"july","East-Dry"
"387",915,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","iron",0.905,"july","East-Dry"
"388",916,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","potassium",0.531,"july","East-Dry"
"389",917,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","magnesium",0.46,"july","East-Dry"
"390",918,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","manganese",0.03,"july","East-Dry"
"391",919,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","sodium",0.081,"july","East-Dry"
"392",920,115,"East","Dry","2","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Dry"
"393",922,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","calcium",4.413,"july","East-Dry"
"394",923,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","iron",0.537,"july","East-Dry"
"395",924,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","potassium",0.674,"july","East-Dry"
"396",925,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","magnesium",0.78,"july","East-Dry"
"397",926,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","manganese",0.03,"july","East-Dry"
"398",927,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","sodium",0.05,"july","East-Dry"
"399",928,116,"East","Dry","3","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Dry"
"400",930,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","calcium",3.876,"july","East-Mesic"
"401",931,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","iron",0.638,"july","East-Mesic"
"402",932,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","potassium",1.804,"july","East-Mesic"
"403",933,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","magnesium",0.864,"july","East-Mesic"
"404",934,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","manganese",0.03,"july","East-Mesic"
"405",935,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","sodium",0.05,"july","East-Mesic"
"406",936,117,"East","Mesic","1","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Mesic"
"407",938,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","calcium",5.631,"july","East-Mesic"
"408",939,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","iron",0.889,"july","East-Mesic"
"409",940,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","potassium",1.587,"july","East-Mesic"
"410",941,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","magnesium",1.342,"july","East-Mesic"
"411",942,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","manganese",0.339,"july","East-Mesic"
"412",943,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","sodium",0.448,"july","East-Mesic"
"413",944,118,"East","Mesic","2","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Mesic"
"414",946,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","calcium",4.582,"july","East-Mesic"
"415",947,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","iron",0.48,"july","East-Mesic"
"416",948,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","potassium",1.457,"july","East-Mesic"
"417",949,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","magnesium",1.19,"july","East-Mesic"
"418",950,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","manganese",0.165,"july","East-Mesic"
"419",951,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","sodium",0.231,"july","East-Mesic"
"420",952,119,"East","Mesic","3","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Mesic"
"421",954,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","calcium",2.404,"july","East-Hydric"
"422",955,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","iron",0.345,"july","East-Hydric"
"423",956,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","potassium",0.363,"july","East-Hydric"
"424",957,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","magnesium",0.61,"july","East-Hydric"
"425",958,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","manganese",0.078,"july","East-Hydric"
"426",959,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","sodium",0.122,"july","East-Hydric"
"427",960,120,"East","Hydric","1","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Hydric"
"428",962,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","calcium",3.344,"july","East-Hydric"
"429",963,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","iron",0.421,"july","East-Hydric"
"430",964,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","potassium",0.262,"july","East-Hydric"
"431",965,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","magnesium",0.679,"july","East-Hydric"
"432",966,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","manganese",0.106,"july","East-Hydric"
"433",967,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","sodium",0.157,"july","East-Hydric"
"434",968,121,"East","Hydric","2","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Hydric"
"435",970,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","calcium",3.054,"july","East-Hydric"
"436",971,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","iron",0.322,"july","East-Hydric"
"437",972,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","potassium",0.291,"july","East-Hydric"
"438",973,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","magnesium",0.752,"july","East-Hydric"
"439",974,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","manganese",0.465,"july","East-Hydric"
"440",975,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","sodium",0.606,"july","East-Hydric"
"441",976,122,"East","Hydric","3","Jul-30","7-30-2021","2021-07-30","phosphorus",0.05,"july","East-Hydric"
"442",1074,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","calcium",14.2655255,"july","West-Dry"
"443",1075,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","iron",0.03,"july","West-Dry"
"444",1076,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","potassium",0.427,"july","West-Dry"
"445",1077,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","magnesium",2.051,"july","West-Dry"
"446",1078,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Dry"
"447",1079,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Dry"
"448",1080,135,"West","Dry","1","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Dry"
"449",1082,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","calcium",11.34643683,"july","West-Dry"
"450",1083,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","iron",0.148,"july","West-Dry"
"451",1084,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","potassium",1.947,"july","West-Dry"
"452",1085,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","magnesium",1.345,"july","West-Dry"
"453",1086,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Dry"
"454",1087,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Dry"
"455",1088,136,"West","Dry","2","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Dry"
"456",1090,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","calcium",8.78,"july","West-Dry"
"457",1091,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","iron",0.162,"july","West-Dry"
"458",1092,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","potassium",0.295,"july","West-Dry"
"459",1093,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","magnesium",0.911,"july","West-Dry"
"460",1094,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Dry"
"461",1095,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Dry"
"462",1096,137,"West","Dry","3","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Dry"
"463",1098,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","calcium",12.95299678,"july","West-Mesic"
"464",1099,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","iron",0.03,"july","West-Mesic"
"465",1100,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","potassium",0.25,"july","West-Mesic"
"466",1101,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","magnesium",1.607,"july","West-Mesic"
"467",1102,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Mesic"
"468",1103,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Mesic"
"469",1104,138,"West","Mesic","1","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Mesic"
"470",1106,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","calcium",7.076,"july","West-Mesic"
"471",1107,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","iron",0.03,"july","West-Mesic"
"472",1108,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","potassium",0.198,"july","West-Mesic"
"473",1109,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","magnesium",0.894,"july","West-Mesic"
"474",1110,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Mesic"
"475",1111,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Mesic"
"476",1112,139,"West","Mesic","2","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Mesic"
"477",1114,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","calcium",6.713,"july","West-Mesic"
"478",1115,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","iron",0.03,"july","West-Mesic"
"479",1116,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","potassium",0.424,"july","West-Mesic"
"480",1117,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","magnesium",0.825,"july","West-Mesic"
"481",1118,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Mesic"
"482",1119,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Mesic"
"483",1120,140,"West","Mesic","3","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Mesic"
"484",1122,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","calcium",36.96568337,"july","West-Hydric"
"485",1123,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","iron",1.008,"july","West-Hydric"
"486",1124,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","potassium",0.577,"july","West-Hydric"
"487",1125,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","magnesium",4.986,"july","West-Hydric"
"488",1126,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","manganese",0.162,"july","West-Hydric"
"489",1127,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","sodium",0.226,"july","West-Hydric"
"490",1128,141,"West","Hydric","1","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Hydric"
"491",1130,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","calcium",33.76271818,"july","West-Hydric"
"492",1131,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","iron",1.087,"july","West-Hydric"
"493",1132,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","potassium",0.346,"july","West-Hydric"
"494",1133,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","magnesium",3.724,"july","West-Hydric"
"495",1134,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","manganese",0.217,"july","West-Hydric"
"496",1135,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","sodium",0.295,"july","West-Hydric"
"497",1136,142,"West","Hydric","2","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Hydric"
