"","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"731","92","East","Transect","T5","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","2.884","july"
"732","92","East","Transect","T5","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","1.328","july"
"733","92","East","Transect","T5","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.9","july"
"734","92","East","Transect","T5","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.159","july"
"735","92","East","Transect","T5","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.223","july"
"736","92","East","Transect","T5","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","<0.1","july"
"737","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.428","july"
"738","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","3.407","july"
"739","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","0.941","july"
"740","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.558","july"
"741","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.764","july"
"742","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.096","july"
"743","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.144","july"
"744","93","East","Transect","T6","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","<0.1","july"
"745","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.396","july"
"746","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","3.534","july"
"747","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","1.662","july"
"748","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.721","july"
"749","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.953","july"
"750","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.146","july"
"751","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.207","july"
"752","94","East","Transect","T7","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","<0.1","july"
"753","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.21","july"
"754","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","2.08","july"
"755","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","3.464","july"
"756","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","2.959","july"
"757","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.423","july"
"758","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.117","july"
"759","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.17","july"
"760","95","East","Transect","T8","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","<0.1","july"
"761","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.488","july"
"762","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","3.829","july"
"763","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","5.714","july"
"764","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.518","july"
"765","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.918","july"
"766","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.137","july"
"767","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.195","july"
"768","96","East","Transect","T9","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","0.079","july"
"769","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.787","july"
"770","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","4.404","july"
"771","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","1.228","july"
"772","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.736","july"
"773","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","1.014","july"
"774","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.091","july"
"775","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.138","july"
"776","97","East","Transect","T10","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","<0.1","july"
"777","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.425","july"
"778","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","4.11","july"
"779","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","1.038","july"
"780","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.636","july"
"781","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.921","july"
"782","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.054","july"
"783","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.091","july"
"784","98","East","Transect","T11","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","0.059","july"
"785","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.653","july"
"786","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","2.923","july"
"787","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","2.071","july"
"788","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.742","july"
"789","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","0.77","july"
"790","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","0.075","july"
"791","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.118","july"
"792","99","East","Transect","T12","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","0.058","july"
"793","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"Al_ug/mL","0.509","july"
"794","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"Ca_ug/mL","4.842","july"
"795","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"Fe _ug/mL","1.102","july"
"796","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"K _ug/mL","0.767","july"
"797","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"Mg_ug/mL","1.049","july"
"798","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"Mn_ug/mL","<0.05","july"
"799","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"Na_ug/mL","0.085","july"
"800","100","East","Transect","T13","Jul-14","7-14-2021",2021-07-14,"P_ug/mL","<0.1","july"
"801","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.106","july"
"802","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","10.883","july"
"803","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.239","july"
"804","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.519","july"
"805","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","1.416","july"
"806","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"807","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"808","101","West","Dry","2","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.115","july"
"809","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.118","july"
"810","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","9.243","july"
"811","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.316","july"
"812","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.474","july"
"813","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","0.918","july"
"814","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"815","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"816","102","West","Dry","3","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.061","july"
"817","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.106","july"
"818","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","10.782","july"
"819","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.319","july"
"820","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.417","july"
"821","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","1.263","july"
"822","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"823","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"824","103","West","Mesic","1","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.066","july"
"825","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.124","july"
"826","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","11.208","july"
"827","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.294","july"
"828","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.408","july"
"829","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","1.51","july"
"830","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"831","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"832","104","West","Mesic","2","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.066","july"
"833","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.077","july"
"834","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","7.367","july"
"835","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.269","july"
"836","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.629","july"
"837","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","0.913","july"
"838","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"839","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"840","105","West","Mesic","3","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.068","july"
"841","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.089","july"
"842","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","40.16682047","july"
"843","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","2.533","july"
"844","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.391","july"
"845","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","5.345","july"
"846","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","0.227","july"
"847","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","0.308","july"
"848","106","West","Hydric","1","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.069","july"
"849","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.081","july"
"850","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","32.91807533","july"
"851","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","1.842","july"
"852","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.548","july"
"853","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","3.726","july"
"854","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","0.263","july"
"855","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","0.353","july"
"856","107","West","Hydric","2","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.09","july"
"857","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.087","july"
"858","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","36.94912029","july"
"859","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.386","july"
"860","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.786","july"
"861","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","4.856","july"
"862","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"863","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"864","108","West","Hydric","3","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.066","july"
"865","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.446","july"
"866","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","4.975","july"
"867","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.623","july"
"868","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.688","july"
"869","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","0.505","july"
"870","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"871","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"872","109","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.09","july"
"873","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.469","july"
"874","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","5.11","july"
"875","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.895","july"
"876","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.958","july"
"877","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","0.702","july"
"878","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"879","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","0.081","july"
"880","110","West","Transect","T1","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.086","july"
"881","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.07","july"
"882","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","14.39568541","july"
"883","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.877","july"
"884","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.936","july"
"885","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","2.145","july"
"886","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"887","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"888","111","West","Transect","T7","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.069","july"
"889","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.161","july"
"890","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","6.656","july"
"891","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.725","july"
"892","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.409","july"
"893","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","0.945","july"
"894","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","<0.05","july"
"895","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","<0.1","july"
"896","112","West","Transect","T10","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.076","july"
"897","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"Al_ug/mL","0.085","july"
"898","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"Ca_ug/mL","38.09835134","july"
"899","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"Fe _ug/mL","0.597","july"
"900","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"K _ug/mL","0.464","july"
"901","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"Mg_ug/mL","5.194","july"
"902","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"Mn_ug/mL","0.068","july"
"903","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"Na_ug/mL","0.108","july"
"904","113","West","Transect","T13","Jul-24","7-24-2021",2021-07-24,"P_ug/mL","0.095","july"
"905","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","17.42830521","july"
"906","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","9.79","july"
"907","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.311","july"
"908","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","1.357","july"
"909","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","1.274","july"
"910","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","<0.05","july"
"911","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","<0.1","july"
"912","114","East","Dry","1","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"913","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.427","july"
"914","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","3.549","july"
"915","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.905","july"
"916","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.531","july"
"917","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.46","july"
"918","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","<0.05","july"
"919","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.081","july"
"920","115","East","Dry","2","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"921","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.569","july"
"922","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","4.413","july"
"923","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.537","july"
"924","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.674","july"
"925","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.78","july"
"926","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","<0.05","july"
"927","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","<0.1","july"
"928","116","East","Dry","3","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"929","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.577","july"
"930","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","3.876","july"
"931","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.638","july"
"932","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","1.804","july"
"933","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.864","july"
"934","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","<0.05","july"
"935","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","<0.1","july"
"936","117","East","Mesic","1","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"937","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.488","july"
"938","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","5.631","july"
"939","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.889","july"
"940","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","1.587","july"
"941","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","1.342","july"
"942","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.339","july"
"943","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.448","july"
"944","118","East","Mesic","2","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"945","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.424","july"
"946","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","4.582","july"
"947","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.48","july"
"948","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","1.457","july"
"949","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","1.19","july"
"950","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.165","july"
"951","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.231","july"
"952","119","East","Mesic","3","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"953","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.38","july"
"954","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","2.404","july"
"955","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.345","july"
"956","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.363","july"
"957","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.61","july"
"958","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.078","july"
"959","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.122","july"
"960","120","East","Hydric","1","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"961","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.394","july"
"962","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","3.344","july"
"963","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.421","july"
"964","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.262","july"
"965","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.679","july"
"966","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.106","july"
"967","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.157","july"
"968","121","East","Hydric","2","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"969","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.455","july"
"970","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","3.054","july"
"971","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.322","july"
"972","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.291","july"
"973","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.752","july"
"974","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.465","july"
"975","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.606","july"
"976","122","East","Hydric","3","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"977","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.362","july"
"978","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","4.942","july"
"979","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.549","july"
"980","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.369","july"
"981","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","0.851","july"
"982","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","<0.05","july"
"983","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","<0.1","july"
"984","123","East","Transect","T2","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"985","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.474","july"
"986","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","8.753","july"
"987","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","0.802","july"
"988","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.482","july"
"989","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","1.384","july"
"990","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.053","july"
"991","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.089","july"
"992","124","East","Transect","T3","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"993","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.777","july"
"994","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","5.884","july"
"995","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"Fe _ug/mL","2.222","july"
"996","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"K _ug/mL","0.62","july"
"997","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"Mg_ug/mL","1.297","july"
"998","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"Mn_ug/mL","0.534","july"
"999","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"Na_ug/mL","0.693","july"
"1000","125","East","Transect","T4","Jul-30","7-30-2021",2021-07-30,"P_ug/mL","<0.1","july"
"1001","126","East","Transect","T5","Jul-30","7-30-2021",2021-07-30,"Al_ug/mL","0.726","july"
"1002","126","East","Transect","T5","Jul-30","7-30-2021",2021-07-30,"Ca_ug/mL","4.278","july"
